transaction_id,transaction_date,customer_id,product_category,product_name,quantity,unit_price,revenue,store_location
TXN00002613,2026-01-10 22:09:24.955664,CUST000147,Food,Sandwich,2,145,290,MBK Center
TXN00002661,2026-01-10 22:09:24.961988,CUST000461,Food,Sandwich,1,145,145,Terminal 21
TXN00002883,2026-01-10 22:09:24.991635,CUST000554,Food,Croissant,2,95,190,Terminal 21
TXN00003126,2026-01-10 22:09:25.024197,CUST000160,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00003553,2026-01-10 22:09:25.080822,CUST000941,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00003649,2026-01-10 22:09:25.093795,CUST000437,Coffee,Americano,1,95,95,Terminal 21
TXN00003933,2026-01-10 22:09:25.131188,CUST000623,Coffee,Americano,2,95,190,Siam Paragon
TXN00004279,2026-01-10 22:09:25.177053,CUST000262,Accessories,Phone Case,1,390,390,Central Chiang Mai
TXN00004302,2026-01-10 22:09:25.180104,CUST000107,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00004547,2026-01-10 22:09:25.213706,CUST000873,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00004633,2026-01-10 22:09:25.225510,CUST000767,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00004970,2026-01-10 22:09:25.270451,CUST000634,Coffee,Americano,1,95,95,Central Chiang Mai
TXN00005226,2026-01-10 22:09:25.305616,CUST000002,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00005228,2026-01-10 22:09:25.305977,CUST000766,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00005472,2026-01-10 22:09:25.340446,CUST000459,Food,Sandwich,1,145,145,MBK Center
TXN00005744,2026-01-10 22:09:25.376033,CUST000754,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00006047,2026-01-10 22:09:25.419032,CUST000055,Coffee,Latte,1,115,115,Terminal 21
TXN00006366,2026-01-10 22:09:25.463048,CUST000726,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00006395,2026-01-10 22:09:25.467278,CUST000651,Coffee,Latte,2,115,230,Terminal 21
TXN00006913,2026-01-10 22:09:25.541753,CUST000318,Smartphone,iPhone 14,1,32900,32900,Siam Paragon
TXN00006919,2026-01-10 22:09:25.542567,CUST000647,Coffee,Latte,3,115,345,Central Festival Phuket
TXN00007154,2026-01-10 22:09:25.574362,CUST000145,Food,Croissant,1,95,95,Central World
TXN00007304,2026-01-10 22:09:25.594239,CUST000409,Coffee,Cappuccino,3,110,330,Central Festival Phuket
TXN00007321,2026-01-10 22:09:25.596514,CUST000888,Coffee,Latte,2,115,230,Central Festival Phuket
TXN00007409,2026-01-10 22:09:25.608485,CUST000470,Coffee,Latte,2,115,230,Central Chiang Mai
TXN00007646,2026-01-10 22:09:25.639468,CUST000350,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00007737,2026-01-10 22:09:25.651367,CUST000495,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00007758,2026-01-10 22:09:25.654093,CUST000294,Food,Croissant,1,95,95,Central Festival Phuket
TXN00008056,2026-01-10 22:09:25.693231,CUST000762,Food,Croissant,1,95,95,MBK Center
TXN00008195,2026-01-10 22:09:25.711503,CUST000234,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00008996,2026-01-10 22:09:25.817401,CUST000321,Accessories,Phone Case,1,390,390,MBK Center
TXN00009829,2026-01-10 22:09:25.928942,CUST000342,Accessories,Screen Protector,3,290,870,Central Chiang Mai
TXN00009870,2026-01-10 22:09:25.934671,CUST000614,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00009875,2026-01-10 22:09:25.935381,CUST000390,Accessories,Screen Protector,2,290,580,MBK Center
TXN00009937,2026-01-10 22:09:25.943943,CUST000051,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00009998,2026-01-10 22:09:25.952067,CUST000666,Accessories,Wireless Charger,1,1290,1290,Central Festival Phuket
TXN00000033,2026-01-11 22:09:24.580521,CUST000096,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00000221,2026-01-11 22:09:24.613544,CUST000514,Coffee,Cappuccino,1,110,110,MBK Center
TXN00000244,2026-01-11 22:09:24.618202,CUST000043,Smartphone,iPhone 14,1,32900,32900,Siam Paragon
TXN00000308,2026-01-11 22:09:24.627528,CUST000637,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00000423,2026-01-11 22:09:24.643897,CUST000723,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00000970,2026-01-11 22:09:24.732242,CUST000264,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00000985,2026-01-11 22:09:24.734299,CUST000297,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00000989,2026-01-11 22:09:24.734842,CUST000593,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00001158,2026-01-11 22:09:24.757871,CUST000675,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00001730,2026-01-11 22:09:24.834598,CUST000931,Coffee,Cappuccino,2,110,220,Central World
TXN00001883,2026-01-11 22:09:24.855388,CUST000937,Food,Sandwich,2,145,290,Central World
TXN00001962,2026-01-11 22:09:24.865753,CUST000412,Food,Croissant,1,95,95,Central World
TXN00002062,2026-01-11 22:09:24.879034,CUST000484,Accessories,Wireless Charger,1,1290,1290,Central Festival Phuket
TXN00002168,2026-01-11 22:09:24.894988,CUST000633,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00002251,2026-01-11 22:09:24.906326,CUST000630,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00002384,2026-01-11 22:09:24.924315,CUST000399,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00002400,2026-01-11 22:09:24.926573,CUST000990,Coffee,Americano,1,95,95,Terminal 21
TXN00002531,2026-01-11 22:09:24.944822,CUST000696,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00002612,2026-01-11 22:09:24.955530,CUST000275,Coffee,Americano,2,95,190,Central Festival Phuket
TXN00002660,2026-01-11 22:09:24.961855,CUST000652,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00002806,2026-01-11 22:09:24.981456,CUST000867,Food,Croissant,2,95,190,MBK Center
TXN00002826,2026-01-11 22:09:24.984097,CUST000352,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00003067,2026-01-11 22:09:25.016197,CUST000576,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00003323,2026-01-11 22:09:25.050624,CUST000176,Coffee,Latte,2,115,230,MBK Center
TXN00003524,2026-01-11 22:09:25.077000,CUST000586,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00003527,2026-01-11 22:09:25.077407,CUST000888,Food,Croissant,1,95,95,Central Chiang Mai
TXN00003596,2026-01-11 22:09:25.086536,CUST000233,Coffee,Americano,1,95,95,Terminal 21
TXN00003615,2026-01-11 22:09:25.089049,CUST000957,Coffee,Cappuccino,1,110,110,Central Festival Phuket
TXN00003817,2026-01-11 22:09:25.115734,CUST000379,Coffee,Cappuccino,2,110,220,MBK Center
TXN00003922,2026-01-11 22:09:25.129736,CUST000947,Beverage,Green Tea,1,85,85,Terminal 21
TXN00004187,2026-01-11 22:09:25.164578,CUST000439,Food,Croissant,1,95,95,Central Festival Phuket
TXN00004255,2026-01-11 22:09:25.173859,CUST000631,Accessories,Phone Case,1,390,390,Central World
TXN00004457,2026-01-11 22:09:25.200780,CUST000150,Coffee,Americano,1,95,95,Terminal 21
TXN00004659,2026-01-11 22:09:25.228945,CUST000719,Food,Sandwich,1,145,145,MBK Center
TXN00004763,2026-01-11 22:09:25.242830,CUST000444,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00005107,2026-01-11 22:09:25.288842,CUST000724,Smartphone,iPhone 14,1,32900,32900,MBK Center
TXN00005184,2026-01-11 22:09:25.299692,CUST000036,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00005415,2026-01-11 22:09:25.332825,CUST000194,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00005496,2026-01-11 22:09:25.343561,CUST000825,Beverage,Green Tea,2,85,170,Central Chiang Mai
TXN00005580,2026-01-11 22:09:25.354593,CUST000861,Accessories,Screen Protector,2,290,580,Terminal 21
TXN00005648,2026-01-11 22:09:25.363431,CUST000825,Accessories,Wireless Charger,2,1290,2580,Siam Paragon
TXN00005695,2026-01-11 22:09:25.369593,CUST000545,Beverage,Green Tea,3,85,255,Central Festival Phuket
TXN00005757,2026-01-11 22:09:25.377730,CUST000875,Accessories,Wireless Charger,1,1290,1290,Siam Paragon
TXN00005947,2026-01-11 22:09:25.403061,CUST000253,Food,Sandwich,1,145,145,Central World
TXN00006015,2026-01-11 22:09:25.414658,CUST000380,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00006029,2026-01-11 22:09:25.416560,CUST000105,Beverage,Green Tea,1,85,85,Central World
TXN00006373,2026-01-11 22:09:25.464014,CUST000246,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00006415,2026-01-11 22:09:25.470405,CUST000515,Food,Croissant,1,95,95,Central Chiang Mai
TXN00006434,2026-01-11 22:09:25.473757,CUST000204,Food,Croissant,2,95,190,Siam Paragon
TXN00006606,2026-01-11 22:09:25.500346,CUST000553,Accessories,Screen Protector,1,290,290,Central World
TXN00006632,2026-01-11 22:09:25.503795,CUST000926,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Chiang Mai
TXN00006666,2026-01-11 22:09:25.508368,CUST000116,Coffee,Cappuccino,1,110,110,Central Festival Phuket
TXN00006811,2026-01-11 22:09:25.527897,CUST000290,Coffee,Latte,1,115,115,Central World
TXN00007269,2026-01-11 22:09:25.589451,CUST000368,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00007322,2026-01-11 22:09:25.596648,CUST000411,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00007627,2026-01-11 22:09:25.636996,CUST000035,Coffee,Latte,1,115,115,Central World
TXN00007720,2026-01-11 22:09:25.649129,CUST000752,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00007924,2026-01-11 22:09:25.675716,CUST000471,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00007980,2026-01-11 22:09:25.683176,CUST000625,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00008085,2026-01-11 22:09:25.697144,CUST000378,Accessories,Screen Protector,2,290,580,Central Festival Phuket
TXN00008333,2026-01-11 22:09:25.729849,CUST000011,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00008670,2026-01-11 22:09:25.774390,CUST000133,Smartphone,Samsung Galaxy S23,1,28900,28900,MBK Center
TXN00008859,2026-01-11 22:09:25.798987,CUST000365,Beverage,Green Tea,1,85,85,Central World
TXN00008918,2026-01-11 22:09:25.806885,CUST000358,Accessories,Screen Protector,1,290,290,Central World
TXN00009093,2026-01-11 22:09:25.830214,CUST000500,Coffee,Cappuccino,1,110,110,Central World
TXN00009249,2026-01-11 22:09:25.851791,CUST000037,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00009266,2026-01-11 22:09:25.854083,CUST000554,Food,Sandwich,1,145,145,Siam Paragon
TXN00009533,2026-01-11 22:09:25.889223,CUST000672,Accessories,Phone Case,2,390,780,Central Chiang Mai
TXN00009795,2026-01-11 22:09:25.924292,CUST000400,Beverage,Green Tea,1,85,85,MBK Center
TXN00009823,2026-01-11 22:09:25.928135,CUST000856,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00009922,2026-01-11 22:09:25.941920,CUST000616,Food,Croissant,2,95,190,Terminal 21
TXN00000071,2026-01-12 22:09:24.586916,CUST000825,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00000127,2026-01-12 22:09:24.594968,CUST000200,Accessories,Wireless Charger,2,1290,2580,Central World
TXN00000150,2026-01-12 22:09:24.598747,CUST000663,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00000250,2026-01-12 22:09:24.619092,CUST000192,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00000311,2026-01-12 22:09:24.627930,CUST000219,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00000400,2026-01-12 22:09:24.640747,CUST000411,Accessories,Phone Case,3,390,1170,Terminal 21
TXN00000522,2026-01-12 22:09:24.657418,CUST000484,Coffee,Latte,1,115,115,Siam Paragon
TXN00000765,2026-01-12 22:09:24.694367,CUST000811,Smartphone,iPhone 14,1,32900,32900,Central World
TXN00001006,2026-01-12 22:09:24.737352,CUST000382,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00001013,2026-01-12 22:09:24.738300,CUST000502,Smartphone,Samsung Galaxy S23,1,28900,28900,Terminal 21
TXN00001284,2026-01-12 22:09:24.774855,CUST000473,Coffee,Latte,1,115,115,Central Chiang Mai
TXN00001330,2026-01-12 22:09:24.780975,CUST000905,Coffee,Latte,1,115,115,Central Chiang Mai
TXN00001334,2026-01-12 22:09:24.781507,CUST000246,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00001615,2026-01-12 22:09:24.819019,CUST000926,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00001803,2026-01-12 22:09:24.844795,CUST000553,Beverage,Green Tea,2,85,170,MBK Center
TXN00001891,2026-01-12 22:09:24.856440,CUST000262,Accessories,Screen Protector,1,290,290,MBK Center
TXN00001904,2026-01-12 22:09:24.858145,CUST000863,Food,Croissant,1,95,95,Central World
TXN00001942,2026-01-12 22:09:24.863105,CUST000787,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00002087,2026-01-12 22:09:24.882289,CUST000207,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00002237,2026-01-12 22:09:24.904396,CUST000847,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00002540,2026-01-12 22:09:24.946018,CUST000122,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00002547,2026-01-12 22:09:24.946935,CUST000059,Beverage,Green Tea,1,85,85,Terminal 21
TXN00003061,2026-01-12 22:09:25.015414,CUST000982,Coffee,Latte,1,115,115,Central World
TXN00003210,2026-01-12 22:09:25.035234,CUST000568,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Chiang Mai
TXN00003467,2026-01-12 22:09:25.069498,CUST000376,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00003584,2026-01-12 22:09:25.084918,CUST000723,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00003670,2026-01-12 22:09:25.096560,CUST000349,Smartphone,iPhone 14,1,32900,32900,MBK Center
TXN00003839,2026-01-12 22:09:25.118619,CUST000210,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00004524,2026-01-12 22:09:25.210548,CUST000564,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00004660,2026-01-12 22:09:25.229077,CUST000890,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00005179,2026-01-12 22:09:25.298995,CUST000581,Accessories,Wireless Charger,3,1290,3870,Terminal 21
TXN00005403,2026-01-12 22:09:25.330851,CUST000822,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00005669,2026-01-12 22:09:25.366164,CUST000238,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00005741,2026-01-12 22:09:25.375635,CUST000525,Accessories,Wireless Charger,2,1290,2580,Central Chiang Mai
TXN00006337,2026-01-12 22:09:25.459071,CUST000151,Accessories,Screen Protector,1,290,290,Central World
TXN00006646,2026-01-12 22:09:25.505684,CUST000788,Coffee,Americano,2,95,190,Siam Paragon
TXN00006754,2026-01-12 22:09:25.520443,CUST000415,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00006809,2026-01-12 22:09:25.527634,CUST000559,Coffee,Americano,1,95,95,Siam Paragon
TXN00007391,2026-01-12 22:09:25.606103,CUST000747,Food,Sandwich,1,145,145,Terminal 21
TXN00007732,2026-01-12 22:09:25.650705,CUST000164,Food,Croissant,1,95,95,Siam Paragon
TXN00007739,2026-01-12 22:09:25.651623,CUST000795,Accessories,Wireless Charger,2,1290,2580,Central World
TXN00007741,2026-01-12 22:09:25.651884,CUST000058,Coffee,Americano,2,95,190,Central Festival Phuket
TXN00007774,2026-01-12 22:09:25.656187,CUST000463,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00007858,2026-01-12 22:09:25.667145,CUST000477,Food,Croissant,2,95,190,Siam Paragon
TXN00008127,2026-01-12 22:09:25.702644,CUST000761,Accessories,Wireless Charger,1,1290,1290,Central Chiang Mai
TXN00008420,2026-01-12 22:09:25.741515,CUST000825,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00008437,2026-01-12 22:09:25.743769,CUST000664,Coffee,Latte,1,115,115,Central World
TXN00008572,2026-01-12 22:09:25.761596,CUST000816,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00009083,2026-01-12 22:09:25.828906,CUST000341,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00009126,2026-01-12 22:09:25.834649,CUST000869,Food,Croissant,1,95,95,Central Chiang Mai
TXN00009315,2026-01-12 22:09:25.860547,CUST000268,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00009500,2026-01-12 22:09:25.884921,CUST000761,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00009579,2026-01-12 22:09:25.895264,CUST000204,Coffee,Cappuccino,1,110,110,Central World
TXN00009707,2026-01-12 22:09:25.912486,CUST000935,Accessories,Wireless Charger,2,1290,2580,Central Festival Phuket
TXN00009825,2026-01-12 22:09:25.928403,CUST000991,Food,Croissant,1,95,95,Central World
TXN00009987,2026-01-12 22:09:25.950518,CUST000542,Accessories,Phone Case,1,390,390,Central Festival Phuket
TXN00000063,2026-01-13 22:09:24.585141,CUST000061,Coffee,Americano,1,95,95,Terminal 21
TXN00000088,2026-01-13 22:09:24.589377,CUST000746,Food,Sandwich,1,145,145,Siam Paragon
TXN00000120,2026-01-13 22:09:24.593963,CUST000426,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00000532,2026-01-13 22:09:24.658781,CUST000885,Accessories,Phone Case,3,390,1170,Central Festival Phuket
TXN00000588,2026-01-13 22:09:24.666416,CUST000927,Food,Sandwich,1,145,145,Terminal 21
TXN00000866,2026-01-13 22:09:24.714986,CUST000727,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00000925,2026-01-13 22:09:24.725710,CUST000755,Coffee,Cappuccino,1,110,110,Terminal 21
TXN00001348,2026-01-13 22:09:24.783365,CUST000626,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00001885,2026-01-13 22:09:24.855651,CUST000434,Smartphone,iPhone 14,1,32900,32900,Siam Paragon
TXN00002143,2026-01-13 22:09:24.891003,CUST000628,Coffee,Latte,1,115,115,MBK Center
TXN00002210,2026-01-13 22:09:24.900709,CUST000133,Smartphone,iPhone 14,1,32900,32900,MBK Center
TXN00002509,2026-01-13 22:09:24.941790,CUST000232,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00002839,2026-01-13 22:09:24.985787,CUST000344,Coffee,Latte,1,115,115,Central World
TXN00002877,2026-01-13 22:09:24.990848,CUST000165,Coffee,Americano,1,95,95,Central World
TXN00002885,2026-01-13 22:09:24.991901,CUST000681,Coffee,Latte,1,115,115,Siam Paragon
TXN00003221,2026-01-13 22:09:25.036683,CUST000049,Smartphone,iPhone 14,1,32900,32900,Terminal 21
TXN00003415,2026-01-13 22:09:25.062673,CUST000630,Beverage,Green Tea,2,85,170,Central World
TXN00003767,2026-01-13 22:09:25.109247,CUST000786,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00003775,2026-01-13 22:09:25.110297,CUST000251,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00003890,2026-01-13 22:09:25.125330,CUST000198,Food,Croissant,1,95,95,Terminal 21
TXN00004180,2026-01-13 22:09:25.163655,CUST000700,Smartphone,Samsung Galaxy S23,1,28900,28900,Terminal 21
TXN00004434,2026-01-13 22:09:25.197651,CUST000624,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00005050,2026-01-13 22:09:25.281177,CUST000957,Coffee,Americano,1,95,95,Terminal 21
TXN00005058,2026-01-13 22:09:25.282226,CUST000458,Food,Croissant,2,95,190,Siam Paragon
TXN00005293,2026-01-13 22:09:25.315227,CUST000877,Coffee,Americano,2,95,190,Terminal 21
TXN00005434,2026-01-13 22:09:25.335423,CUST000162,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00005589,2026-01-13 22:09:25.355776,CUST000627,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00005681,2026-01-13 22:09:25.367764,CUST000092,Food,Croissant,1,95,95,Central Festival Phuket
TXN00005795,2026-01-13 22:09:25.382734,CUST000607,Accessories,Wireless Charger,2,1290,2580,MBK Center
TXN00006309,2026-01-13 22:09:25.455378,CUST000959,Food,Croissant,1,95,95,Siam Paragon
TXN00006625,2026-01-13 22:09:25.502861,CUST000515,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00006737,2026-01-13 22:09:25.518195,CUST000205,Food,Croissant,1,95,95,Siam Paragon
TXN00006786,2026-01-13 22:09:25.524632,CUST000259,Accessories,Phone Case,1,390,390,Central Festival Phuket
TXN00006794,2026-01-13 22:09:25.525674,CUST000482,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00006805,2026-01-13 22:09:25.527112,CUST000353,Food,Sandwich,2,145,290,Siam Paragon
TXN00006910,2026-01-13 22:09:25.541342,CUST000331,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00007200,2026-01-13 22:09:25.580424,CUST000245,Coffee,Americano,1,95,95,Siam Paragon
TXN00007290,2026-01-13 22:09:25.592204,CUST000323,Accessories,Screen Protector,1,290,290,MBK Center
TXN00007529,2026-01-13 22:09:25.624220,CUST000401,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00007565,2026-01-13 22:09:25.628897,CUST000963,Accessories,Phone Case,1,390,390,Central World
TXN00007587,2026-01-13 22:09:25.631772,CUST000126,Food,Sandwich,1,145,145,Terminal 21
TXN00008270,2026-01-13 22:09:25.721566,CUST000705,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00008379,2026-01-13 22:09:25.736126,CUST000798,Coffee,Latte,1,115,115,MBK Center
TXN00008429,2026-01-13 22:09:25.742694,CUST000303,Coffee,Americano,1,95,95,MBK Center
TXN00008674,2026-01-13 22:09:25.774909,CUST000730,Accessories,Wireless Charger,1,1290,1290,Central Festival Phuket
TXN00008702,2026-01-13 22:09:25.778526,CUST000661,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00008769,2026-01-13 22:09:25.787247,CUST000779,Beverage,Green Tea,3,85,255,Terminal 21
TXN00008826,2026-01-13 22:09:25.794688,CUST000147,Coffee,Latte,2,115,230,Central Chiang Mai
TXN00009047,2026-01-13 22:09:25.824128,CUST000743,Food,Croissant,1,95,95,Central Festival Phuket
TXN00009102,2026-01-13 22:09:25.831409,CUST000079,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00009195,2026-01-13 22:09:25.844274,CUST000538,Coffee,Latte,3,115,345,Central Chiang Mai
TXN00009220,2026-01-13 22:09:25.847790,CUST000250,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00009329,2026-01-13 22:09:25.862381,CUST000117,Coffee,Americano,1,95,95,Siam Paragon
TXN00009337,2026-01-13 22:09:25.863458,CUST000782,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00009354,2026-01-13 22:09:25.865716,CUST000686,Coffee,Cappuccino,1,110,110,MBK Center
TXN00009361,2026-01-13 22:09:25.866639,CUST000051,Accessories,Wireless Charger,1,1290,1290,Central Chiang Mai
TXN00009392,2026-01-13 22:09:25.870699,CUST000935,Coffee,Cappuccino,1,110,110,MBK Center
TXN00009420,2026-01-13 22:09:25.874380,CUST000917,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00009424,2026-01-13 22:09:25.874894,CUST000999,Food,Croissant,1,95,95,Terminal 21
TXN00009431,2026-01-13 22:09:25.875806,CUST000301,Food,Croissant,1,95,95,Terminal 21
TXN00009915,2026-01-13 22:09:25.940986,CUST000629,Smartphone,Samsung Galaxy S23,1,28900,28900,Terminal 21
TXN00000164,2026-01-14 22:09:24.600750,CUST000170,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00000174,2026-01-14 22:09:24.602140,CUST000557,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00001033,2026-01-14 22:09:24.741011,CUST000513,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00001164,2026-01-14 22:09:24.758658,CUST000559,Coffee,Americano,2,95,190,Terminal 21
TXN00001179,2026-01-14 22:09:24.760624,CUST000693,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00001452,2026-01-14 22:09:24.797029,CUST000607,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00001644,2026-01-14 22:09:24.822804,CUST000899,Coffee,Latte,1,115,115,MBK Center
TXN00001751,2026-01-14 22:09:24.837658,CUST000191,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00001771,2026-01-14 22:09:24.840311,CUST000068,Beverage,Green Tea,1,85,85,Central World
TXN00001868,2026-01-14 22:09:24.853411,CUST000968,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00001950,2026-01-14 22:09:24.864162,CUST000687,Accessories,Screen Protector,1,290,290,Terminal 21
TXN00001963,2026-01-14 22:09:24.865888,CUST000351,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00002183,2026-01-14 22:09:24.897048,CUST000879,Food,Sandwich,1,145,145,Central World
TXN00002718,2026-01-14 22:09:24.969517,CUST000640,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00002870,2026-01-14 22:09:24.989916,CUST000275,Coffee,Americano,1,95,95,MBK Center
TXN00003010,2026-01-14 22:09:25.008719,CUST000272,Coffee,Latte,1,115,115,Terminal 21
TXN00003088,2026-01-14 22:09:25.018983,CUST000561,Food,Sandwich,1,145,145,MBK Center
TXN00003183,2026-01-14 22:09:25.031692,CUST000199,Accessories,Screen Protector,1,290,290,Central Festival Phuket
TXN00003401,2026-01-14 22:09:25.060844,CUST000934,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00003425,2026-01-14 22:09:25.063992,CUST000344,Smartphone,iPhone 14,1,32900,32900,MBK Center
TXN00003717,2026-01-14 22:09:25.102684,CUST000411,Coffee,Latte,2,115,230,Central World
TXN00004100,2026-01-14 22:09:25.153133,CUST000474,Food,Sandwich,1,145,145,MBK Center
TXN00004178,2026-01-14 22:09:25.163388,CUST000603,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00004270,2026-01-14 22:09:25.175838,CUST000213,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00004334,2026-01-14 22:09:25.184325,CUST000326,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00004340,2026-01-14 22:09:25.185107,CUST000139,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00004747,2026-01-14 22:09:25.240726,CUST000450,Coffee,Latte,2,115,230,Siam Paragon
TXN00004757,2026-01-14 22:09:25.242042,CUST000869,Food,Croissant,1,95,95,Central Festival Phuket
TXN00005004,2026-01-14 22:09:25.274927,CUST000864,Coffee,Cappuccino,2,110,220,Central World
TXN00005013,2026-01-14 22:09:25.276102,CUST000658,Food,Sandwich,1,145,145,Siam Paragon
